S	SGEHEAPRUNMARKER	20	game
F	32	16	tscale
S	texture_s	64	graphics
F	0	32	name
F	32	4	width
F	36	4	height
F	40	1	bpp
F	41	1	rBits
F	42	1	gBits
F	43	1	bBits
F	44	1	aBits
F	45	3	__align0
F	48	4	flags
F	52	4	pData
F	56	4	hwid
F	60	4	pExtra
S	modelanim_s	48	graphics
F	0	32	name
F	32	4	period
F	36	4	startNodeAnim
F	40	4	startEventKey
F	44	4	nEventKeys
S	switchmodel_s	88	graphics
F	0	4	startNode
F	4	4	nNodes
F	8	4	startVert
F	12	4	nVerts
F	16	4	startTexCoord
F	20	4	nTexCoords
F	24	4	startVertInf
F	28	4	nVertInf
F	32	4	startTriSet
F	36	4	nTriSets
F	40	4	startTexture
F	44	4	nTextures
F	48	4	startTri
F	52	4	nTris
F	56	32	lod
S	switchnodeanim_s	96	graphics
F	0	32	name
F	32	32	wavename
F	64	4	wavestart
F	68	4	waveend
F	72	4	period
F	76	4	startKey
F	80	4	nKeys
F	84	4	flags
F	88	4	lastKey
F	92	4	pExtra
S	modeltexture_s	56	graphics
F	0	32	name
F	32	4	width
F	36	4	height
F	40	4	bpp
F	44	4	fHasAlpha
F	48	4	pData
F	52	4	pExtra
S	ACTIONANIM	8	graphics
F	0	4	animidx
F	4	4	nframes
S	animinfo	56	graphics
F	0	4	seqheader
F	4	4	animheader
F	8	4	oanimheader
F	12	2	numseqs
F	14	2	animseq
F	16	2	numframes
F	18	1	setpanim
F	19	1	flags
F	20	4	transfrac
F	24	4	frame
F	28	2	animseq0
F	30	2	active
F	32	4	starttime
F	36	4	transtime
F	40	4	animscale
F	44	4	seqscale
F	48	4	atime
F	52	2	repeat
F	54	2	stage
S	animheader	28	graphics
F	0	4	CompressAng
F	4	4	CompressPos
F	8	4	CompressUnit
F	12	4	blocks
F	16	4	seqs
F	20	4	numseqs
F	24	4	numobjs
S	objanimheader	8	graphics
F	0	4	oanims
F	4	4	numoanims
S	animdata	160	graphics
F	0	4	seq
F	4	4	used
F	8	2	pidx
F	10	2	nidx
F	12	4	keycount
F	16	16	ppyr
F	32	16	npyr
F	48	16	xpyr
F	64	16	ppos
F	80	16	npos
F	96	16	xpos
F	112	16	pscale
F	128	16	nscale
F	144	16	xscale
S	animseqinfo	8	graphics
F	0	2	type
F	2	2	size
F	4	4	animidx
S	anim	4	graphics
F	0	4	x
S	objanim	40	graphics
F	0	32	mbdesc
F	32	4	mbidx
F	36	2	nframes
F	38	2	startframe
S	worldanim	16	graphics
F	0	2	wobjidx
F	2	2	nframes
F	4	2	flags
F	6	2	state
F	8	4	frame
F	12	4	seqinfo
S	crit_animinst	84	graphics
F	0	72	atree
F	72	4	root
F	76	4	seqblockidx
F	80	4	next
S	modelinfo	24	graphics
F	0	4	objects
F	4	4	textures
F	8	4	lightmaps
F	12	4	state
F	16	4	done
F	20	4	counter
S	PBMODELINFO	16	graphics
F	0	4	header
F	4	4	geo_size
F	8	4	tex_size
F	12	4	unready
S	model_s	0	graphics
S	otexture_s	64	graphics
F	0	32	name
F	32	4	width
F	36	4	height
F	40	1	bpp
F	41	1	rBits
F	42	1	gBits
F	43	1	bBits
F	44	1	aBits
F	45	3	__align0
F	48	4	flags
F	52	4	pData
F	56	4	hwid
F	60	4	pExtra
S	crit_addanim	48	graphics
F	0	2	addtoidx
F	2	2	flags
F	4	4	atreehdr
F	8	4	next
F	12	4	dummy1
F	16	8	desc
F	24	8	node
F	32	12	offset
F	44	4	dummy2
S	D3DXCOLOR	16	d3d
F	0	4	r
F	4	4	g
F	8	4	b
F	12	4	a
S	_D3DVECTOR	12	d3d
F	0	4	x
F	4	4	y
F	8	4	z
S	_D3DLIGHT8	104	d3d
F	0	4	Type
F	4	16	Diffuse
F	20	16	Specular
F	36	16	Ambient
F	52	12	Position
F	64	12	Direction
F	76	4	Range
F	80	4	Falloff
F	84	4	Attenuation0
F	88	4	Attenuation1
F	92	4	Attenuation2
F	96	4	Theta
F	100	4	Phi
S	ID3DXBufferVtbl	20	d3d
S	_D3DSURFACE_DESC	28	d3d
F	0	4	Format
F	4	4	Type
F	8	4	Usage
F	12	4	Size
F	16	4	MultiSampleType
F	20	4	Width
F	24	4	Height
S	_D3DLOCKED_RECT	8	d3d
F	0	4	Pitch
F	4	4	pBits
S	D3DBaseTexture	20	d3d
F	0	4	Common
F	4	4	Data
F	8	4	Lock
F	12	4	Format
F	16	4	Size
S	_D3DPRESENT_PARAMETERS_	68	d3d
F	0	4	BackBufferWidth
F	4	4	BackBufferHeight
F	8	4	BackBufferFormat
F	12	4	BackBufferCount
F	16	4	MultiSampleType
F	20	4	SwapEffect
F	24	4	hDeviceWindow
F	28	4	Windowed
F	32	4	EnableAutoDepthStencil
F	36	4	AutoDepthStencilFormat
F	40	4	Flags
F	44	4	FullScreen_RefreshRateInHz
F	48	4	FullScreen_PresentationInterval
F	52	12	BufferSurfaces
F	64	4	DepthStencilSurface
S	_D3DXEFFECT_DESC	12	d3d
F	0	4	Parameters
F	4	4	Techniques
F	8	4	Usage
S	_D3DMATRIX	64	d3d
F	0	4	_11
F	4	4	_12
F	8	4	_13
F	12	4	_14
F	16	4	_21
F	20	4	_22
F	24	4	_23
F	28	4	_24
F	32	4	_31
F	36	4	_32
F	40	4	_33
F	44	4	_34
F	48	4	_41
F	52	4	_42
F	56	4	_43
F	60	4	_44
F	0	64	m
S	_D3DCOPYRECTROPSTATE	32	d3d
F	0	4	Rop
F	4	4	Shape
F	8	4	PatternSelect
F	12	4	MonoColor0
F	16	4	MonoColor1
F	20	4	MonoPattern0
F	24	4	MonoPattern1
F	28	4	ColorPattern
S	_D3DTILE	24	d3d
F	0	4	Flags
F	4	4	pMemory
F	8	4	Size
F	12	4	Pitch
F	16	4	ZStartTag
F	20	4	ZOffset
S	_D3DLOCKED_BOX	12	d3d
F	0	4	RowPitch
F	4	4	SlicePitch
F	8	4	pBits
S	ID3DXRenderToEnvMapVtbl	44	d3d
S	ID3DXTechniqueVtbl	44	d3d
S	_D3DCOPYRECTSTATE	32	d3d
F	0	4	ColorFormat
F	4	4	Operation
F	8	4	ColorKeyEnable
F	12	4	ColorKeyValue
F	16	4	BlendAlpha
F	20	4	PremultAlpha
F	24	4	ClippingPoint
F	28	4	ClippingSize
S	ID3DXBaseMeshVtbl	76	d3d
S	ID3DXBaseMesh	4	d3d
F	0	4	lpVtbl
S	ID3DXMesh	4	d3d
F	0	4	lpVtbl
S	_D3DVERTEXBUFFER_DESC	8	d3d
F	0	4	Format
F	4	4	Type
S	D3DXVECTOR2	8	d3d
F	0	4	x
F	4	4	y
S	_D3DXRTE_DESC	16	d3d
F	0	4	Size
F	4	4	Format
F	8	4	DepthStencil
F	12	4	DepthStencilFormat
S	_D3DSTREAM_INPUT	12	d3d
F	0	4	VertexBuffer
F	4	4	Stride
F	8	4	Offset
S	D3DIndexBuffer	12	d3d
F	0	4	Common
F	4	4	Data
F	8	4	Lock
S	ID3DXSPMeshVtbl	68	d3d
S	_D3DXIMAGE_INFO	20	d3d
F	0	4	Width
F	4	4	Height
F	8	4	Depth
F	12	4	MipLevels
F	16	4	Format
S	_D3DTRIPATCH_INFO	16	d3d
F	0	4	StartVertexOffset
F	4	4	NumVertices
F	8	4	Basis
F	12	4	Order
S	D3DVolume	24	d3d
F	0	4	Common
F	4	4	Data
F	8	4	Lock
F	12	4	Format
F	16	4	Size
F	20	4	Parent
S	_D3DXPARAMETER_DESC	8	d3d
F	0	4	Name
F	4	4	Type
S	_D3DVIEWPORT8	24	d3d
F	0	4	X
F	4	4	Y
F	8	4	Width
F	12	4	Height
F	16	4	MinZ
F	20	4	MaxZ
S	_D3DXTECHNIQUE_DESC	8	d3d
F	0	4	Name
F	4	4	Passes
S	ID3DXEffect	4	d3d
F	0	4	lpVtbl
S	_D3DVOLUME_DESC	28	d3d
F	0	4	Format
F	4	4	Type
F	8	4	Usage
F	12	4	Size
F	16	4	Width
F	20	4	Height
F	24	4	Depth
S	_D3DDISPLAYMODE	20	d3d
F	0	4	Width
F	4	4	Height
F	8	4	RefreshRate
F	12	4	Flags
F	16	4	Format
S	_D3DCAPS8	212	d3d
F	0	4	DeviceType
F	4	4	AdapterOrdinal
F	8	4	Caps
F	12	4	Caps2
F	16	4	Caps3
F	20	4	PresentationIntervals
F	24	4	CursorCaps
F	28	4	DevCaps
F	32	4	PrimitiveMiscCaps
F	36	4	RasterCaps
F	40	4	ZCmpCaps
F	44	4	SrcBlendCaps
F	48	4	DestBlendCaps
F	52	4	AlphaCmpCaps
F	56	4	ShadeCaps
F	60	4	TextureCaps
F	64	4	TextureFilterCaps
F	68	4	CubeTextureFilterCaps
F	72	4	VolumeTextureFilterCaps
F	76	4	TextureAddressCaps
F	80	4	VolumeTextureAddressCaps
F	84	4	LineCaps
F	88	4	MaxTextureWidth
F	92	4	MaxTextureHeight
F	96	4	MaxVolumeExtent
F	100	4	MaxTextureRepeat
F	104	4	MaxTextureAspectRatio
F	108	4	MaxAnisotropy
F	112	4	MaxVertexW
F	116	4	GuardBandLeft
F	120	4	GuardBandTop
F	124	4	GuardBandRight
F	128	4	GuardBandBottom
F	132	4	ExtentsAdjust
F	136	4	StencilCaps
F	140	4	FVFCaps
F	144	4	TextureOpCaps
F	148	4	MaxTextureBlendStages
F	152	4	MaxSimultaneousTextures
F	156	4	VertexProcessingCaps
F	160	4	MaxActiveLights
F	164	4	MaxUserClipPlanes
F	168	4	MaxVertexBlendMatrices
F	172	4	MaxVertexBlendMatrixIndex
F	176	4	MaxPointSize
F	180	4	MaxPrimitiveCount
F	184	4	MaxVertexIndex
F	188	4	MaxStreams
F	192	4	MaxStreamStride
F	196	4	VertexShaderVersion
F	200	4	MaxVertexShaderConst
F	204	4	PixelShaderVersion
F	208	4	MaxPixelShaderValue
S	D3DXQUATERNION	16	d3d
F	0	4	x
F	4	4	y
F	8	4	z
F	12	4	w
S	ID3DXSPMesh	4	d3d
F	0	4	lpVtbl
S	D3DSurface	24	d3d
F	0	4	Common
F	4	4	Data
F	8	4	Lock
F	12	4	Format
F	16	4	Size
F	20	4	Parent
S	_D3DSWAPDATA	20	d3d
F	0	4	Swap
F	4	4	SwapVBlank
F	8	4	MissedVBlanks
F	12	4	TimeUntilSwapVBlank
F	16	4	TimeBetweenSwapVBlanks
S	ID3DXRenderToEnvMap	4	d3d
F	0	4	lpVtbl
S	_D3DXATTRIBUTEWEIGHTS	52	d3d
F	0	4	Position
F	4	4	Boundary
F	8	4	Normal
F	12	4	Diffuse
F	16	4	Specular
F	20	32	Tex
S	_D3DDEVICE_CREATION_PARAMETERS	16	d3d
F	0	4	AdapterOrdinal
F	4	4	DeviceType
F	8	4	hFocusWindow
F	12	4	BehaviorFlags
S	ID3DXMatrixStack	4	d3d
F	0	4	lpVtbl
S	ID3DXBuffer	4	d3d
F	0	4	lpVtbl
S	ID3DXRenderToSurface	4	d3d
F	0	4	lpVtbl
S	_D3DXPASS_DESC	4	d3d
F	0	4	Name
S	_D3DCOLORVALUE	16	d3d
F	0	4	r
F	4	4	g
F	8	4	b
F	12	4	a
S	D3DPalette	12	d3d
F	0	4	Common
F	4	4	Data
F	8	4	Lock
S	_D3DGAMMARAMP	768	d3d
F	0	256	red
F	256	256	green
F	512	256	blue
S	_D3DBOX	24	d3d
F	0	4	Left
F	4	4	Top
F	8	4	Right
F	12	4	Bottom
F	16	4	Front
F	20	4	Back
S	_D3DVBLANKDATA	12	d3d
F	0	4	VBlank
F	4	4	Swap
F	8	4	Flags
S	_D3DRASTER_STATUS	8	d3d
F	0	4	InVBlank
F	4	4	ScanLine
S	_D3DPixelShaderDefFile	244	d3d
F	0	4	FileID
F	4	240	Psd
S	_D3DMATERIAL8	68	d3d
F	0	16	Diffuse
F	16	16	Ambient
F	32	16	Specular
F	48	16	Emissive
F	64	4	Power
S	_D3DXATTRIBUTERANGE	20	d3d
F	0	4	AttribId
F	4	4	FaceStart
F	8	4	FaceCount
F	12	4	VertexStart
F	16	4	VertexCount
S	ID3DXPMesh	4	d3d
F	0	4	lpVtbl
S	_D3DFIELD_STATUS	8	d3d
F	0	4	Field
F	4	4	VBlankCount
S	_D3DXBONECOMBINATION	24	d3d
F	0	4	AttribId
F	4	4	FaceStart
F	8	4	FaceCount
F	12	4	VertexStart
F	16	4	VertexCount
F	20	4	BoneId
S	_D3DRECTPATCH_INFO	28	d3d
F	0	4	StartVertexOffsetWidth
F	4	4	StartVertexOffsetHeight
F	8	4	Width
F	12	4	Height
F	16	4	Stride
F	20	4	Basis
F	24	4	Order
S	D3DXVECTOR4	16	d3d
F	0	4	x
F	4	4	y
F	8	4	z
F	12	4	w
S	ID3DXMeshVtbl	104	d3d
S	ID3DXEffectVtbl	92	d3d
S	_D3DRECT	16	d3d
F	0	4	x1
F	4	4	y1
F	8	4	x2
F	12	4	y2
S	_D3DADAPTER_IDENTIFIER8	1068	d3d
F	0	512	Driver
F	512	512	Description
F	1024	8	DriverVersion
F	1032	4	VendorId
F	1036	4	DeviceId
F	1040	4	SubSysId
F	1044	4	Revision
F	1048	16	DeviceIdentifier
F	1064	4	WHQLLevel
S	_D3DXRTS_DESC	20	d3d
F	0	4	Width
F	4	4	Height
F	8	4	Format
F	12	4	DepthStencil
F	16	4	DepthStencilFormat
S	_D3DINDEXBUFFER_DESC	8	d3d
F	0	4	Format
F	4	4	Type
S	ID3DXTechnique	4	d3d
F	0	4	lpVtbl
S	ID3DXSkinMesh	4	d3d
F	0	4	lpVtbl
S	D3DXMATERIAL	72	d3d
F	0	68	MatD3D
F	68	4	pTextureFilename
S	_D3DPixelShaderDef	240	d3d
F	0	32	PSAlphaInputs
F	32	4	PSFinalCombinerInputsABCD
F	36	4	PSFinalCombinerInputsEFG
F	40	32	PSConstant0
F	72	32	PSConstant1
F	104	32	PSAlphaOutputs
F	136	32	PSRGBInputs
F	168	4	PSCompareMode
F	172	4	PSFinalCombinerConstant0
F	176	4	PSFinalCombinerConstant1
F	180	32	PSRGBOutputs
F	212	4	PSCombinerCount
F	216	4	PSTextureModes
F	220	4	PSDotMapping
F	224	4	PSInputTexture
F	228	4	PSC0Mapping
F	232	4	PSC1Mapping
F	236	4	PSFinalCombinerConstants
S	ID3DXRenderToSurfaceVtbl	28	d3d
S	ID3DXSpriteVtbl	32	d3d
S	ID3DXSprite	4	d3d
F	0	4	lpVtbl
S	ID3DXSkinMeshVtbl	112	d3d
S	D3DVertexBuffer	12	d3d
F	0	4	Common
F	4	4	Data
F	8	4	Lock
S	D3DXPLANE	16	d3d
F	0	4	a
F	4	4	b
F	8	4	c
F	12	4	d
S	D3DPushBuffer	20	d3d
F	0	4	Common
F	4	4	Data
F	8	4	Lock
F	12	4	Size
F	16	4	AllocationSize
S	ID3DXMatrixStackVtbl	72	d3d
S	ID3DXPMeshVtbl	120	d3d
S	D3DFixup	24	d3d
F	0	4	Common
F	4	4	Data
F	8	4	Lock
F	12	4	Run
F	16	4	Next
F	20	4	Size
S	D3DResource	12	d3d
F	0	4	Common
F	4	4	Data
F	8	4	Lock
S	D3DDevice	1	d3d
S	D3DX_BLT	76	d3d
F	0	4	pData
F	4	4	Format
F	8	4	RowPitch
F	12	4	SlicePitch
F	16	24	Region
F	40	24	SubRegion
F	64	4	bDither
F	68	4	ColorKey
F	72	4	pPalette
S	GENERALINFO	28	d3d
F	0	4	ChipId
F	4	4	VideoRamSize
F	8	4	VideoRamType
F	12	4	ChipIntrEn0
F	16	4	MpVIPSlavePresent
F	20	4	CrystalFreq
F	24	4	MaskRevision
S	DACINFO	60	d3d
F	0	4	MClk
F	4	4	VClk
F	8	4	NVClk
F	12	4	MPllM
F	16	4	MPllN
F	20	4	MPllO
F	24	4	MPllP
F	28	4	VPllM
F	32	4	VPllN
F	36	4	VPllO
F	40	4	VPllP
F	44	4	NVPllM
F	48	4	NVPllN
F	52	4	NVPllO
F	56	4	NVPllP
S	HALINFO	92	d3d
F	0	4	FifoChID
F	4	4	FifoMode
F	8	4	FifoInUse
F	12	4	FifoInstance
F	16	4	FifoAllocCount
F	20	4	FifoCacheDepth
F	24	4	FifoObjectCount
F	28	4	FifoIntrEn0
F	32	4	FifoRetryCount
F	36	4	FifoUserBase
F	40	4	FifoContextAddr1
F	44	4	FifoContextAddr2
F	48	4	HashTableAddr
F	52	4	GrChID
F	56	8	GrCtxTable
F	64	4	GrCtxTableBase
F	68	8	GrCurrentObjects3d
F	76	4	FbSave0
F	80	4	FbSave1
F	84	4	McSave
F	88	4	McSaveIntrEn0
S	VIDEOMODETIMING	64	d3d
F	0	4	HorizontalVisible
F	4	4	VerticalVisible
F	8	4	Refresh
F	12	4	HorizontalTotal
F	16	4	HorizontalBlankStart
F	20	4	HorizontalRetraceStart
F	24	4	HorizontalRetraceEnd
F	28	4	HorizontalBlankEnd
F	32	4	VerticalTotal
F	36	4	VerticalBlankStart
F	40	4	VerticalRetraceStart
F	44	4	VerticalRetraceEnd
F	48	4	VerticalBlankEnd
F	52	4	PixelClock
F	56	4	HorizontalSyncPolarity
F	60	4	VerticalSyncPolarity
S	HW_HASHENTRY	8	d3d
F	0	4	ht_ObjectHandle
F	4	4	ht_Context
S	VBLANKFLIPS	8	d3d
F	0	4	Pending
F	4	4	Offset
S	PUSHBUFFERFIXUPINFO	16	d3d
F	0	4	pFixupData
F	4	4	pStart
F	8	4	ReturnOffset
F	12	4	ReturnAddress
S	SEQ	4	d3d
F	0	1	ClockMode
F	1	1	MapMask
F	2	1	FontAddr
F	3	1	MemMode
S	CRTC	25	d3d
F	0	1	HTotal
F	1	1	HDispEnd
F	2	1	HBlankS
F	3	1	HBlankE
F	4	1	HSyncS
F	5	1	HSyncE
F	6	1	VTotal
F	7	1	Overflow
F	8	1	PresetRowScan
F	9	1	CellHeight
F	10	1	CursorS
F	11	1	CursorE
F	12	1	RegenSHigh
F	13	1	RegenSLow
F	14	1	CursorPosHigh
F	15	1	CursorPosLow
F	16	1	VSyncS
F	17	1	VSyncE
F	18	1	VDispE
F	19	1	RowOffset
F	20	1	ULineRow
F	21	1	VBlankS
F	22	1	VBlandE
F	23	1	Mode
F	24	1	LineCompare
S	GR	9	d3d
F	0	1	SetReset
F	1	1	EnableSetReset
F	2	1	ColorCmp
F	3	1	ROP
F	4	1	ReadMap
F	5	1	Mode
F	6	1	Misc
F	7	1	CDC
F	8	1	BitMask
S	d3dx_tga_header	18	d3d
F	0	1	cbId
F	1	1	bColorMap
F	2	1	bImageType
F	3	2	wColorMapIndex
F	5	2	wColorMapLength
F	7	1	bColorMapBits
F	8	2	wXOrigin
F	10	2	wYOrigin
F	12	2	wWidth
F	14	2	wHeight
F	16	1	bBits
F	17	1	bFlags
S	d3dx_png_io	8	d3d
F	0	4	pv
F	4	4	cb
S	_XDCS_ASYNC_DOWNLOAD_REQUEST	28	xbox
F	0	4	dwDeviceInstance
F	4	4	pvBuffer
F	8	4	ulOffset
F	12	4	ulLength
F	16	4	ulBytesRead
F	20	4	ulStatus
F	24	4	hCompleteEvent
S	MCPXVPREGSET	16384	xbox
F	0	16	Reserved0000
F	16	4	PIOFree
F	20	4	PIOInfo
F	24	40	Reserved2
F	64	4	DMAPut
F	68	4	DMAGet
F	72	184	Reserved0048
F	256	4	NoOperation
F	260	4	Synchronize
F	264	4	SetTime
F	268	4	SetProcessorMode
F	272	16	Reserved0110
F	288	4	SetAntecedentVoice
F	292	4	VoiceOn
F	296	4	VoiceOff
F	300	4	VoiceRelease
F	304	4	GetVoicePosition
F	308	12	Reserved0134
F	320	4	VoicePause
F	324	28	Reserved0144
F	352	4	SetCurrentHRTFEntry
F	356	28	Reserved0164
F	384	4	SetContextDMANotify
F	388	8	Reserved0184
F	396	4	SetCurrentSSLContextDMA
F	400	4	SetCurrentSSL
F	404	108	Reserved0194
F	512	128	SetSubMixHeadroom
F	640	4	SetHRTFHeadroom
F	644	12	Reserved0284
F	656	16	SetHRTFSubmix
F	672	4	SetVolumeTracking
F	676	4	SetPitchTracking
F	680	4	SetHRTFTracking
F	684	4	SetITDTracking
F	688	4	SetFilterTracking
F	692	12	Reserved02B4
F	704	4	SetHRTFSubmixes
F	708	52	Reserved02C4
F	760	4	SetCurrentVoice
F	764	4	VoiceLock
F	768	4	SetVoiceCfgVBIN
F	772	4	SetVoiceCfgFMT
F	776	4	SetVoiceCfgENV0
F	780	4	SetVoiceCfgENVA
F	784	4	SetVoiceCfgENV1
F	788	4	SetVoiceCfgENVF
F	792	4	SetVoiceCfgMISC
F	796	4	SetVoiceTarHRTF
F	800	4	SetVoiceSSLA
F	804	44	Reserved0324
F	848	4	SetVoiceCfgLFODLY
F	852	8	Reserved0354
F	860	4	SetVoiceSSLB
F	864	4	SetVoiceTarVOLA
F	868	4	SetVoiceTarVOLB
F	872	4	SetVoiceTarVOLC
F	876	4	SetVoiceLFOENV
F	880	4	SetVoiceLFOMOD
F	884	4	SetVoiceTarFCA
F	888	4	SetVoiceTarFCB
F	892	4	SetVoiceTarPitch
F	896	32	Reserved0360
F	928	4	SetVoiceCfgBufBase
F	932	4	SetVoiceCfgBufLBO
F	936	44	Reserved03A8
F	980	4	SetVoiceBufCBOFrac
F	984	4	SetVoiceBufCBO
F	988	4	SetVoiceCfgBufEBO
F	992	32	Reserved03E0
F	1024	60	SetHRIR
F	1084	4	SetHRIRX
F	1088	448	Reserved0440
F	1536	512	SetSSLSegment
F	2048	4	SetCurrentInBufSGEContextDMA
F	2052	4	SetCurrentInBufSGE
F	2056	4	SetCurrentInBufSGEOffset
F	2060	2036	Reserved080C
F	4096	32	SetOutBuf
F	4128	2016	Reserved1020
F	6144	4	SetCurrentOutBufSGE
F	6148	4	SetCurrentOutBufSGEContextDMA
F	6152	4	SetOutBufSGEOffset
F	6156	4	SetSGEVoiceNumHack
F	6160	4	SetSGEFullLenHack
F	6164	4	SetSGEAddrHack
F	6168	10216	Reserved1818
S	_XDEVICE_PREALLOC_TYPE	8	xbox
F	0	4	DeviceType
F	4	4	dwPreallocCount
S	_XINPUT_POLLING_PARAMETERS	4	xbox
F	0	1	fAutoPoll
F	0	1	fInterruptOut
F	0	1	ReservedMBZ1
F	1	1	bInputInterval
F	2	1	bOutputInterval
F	3	1	ReservedMBZ2
S	_XBOX_HARDWARE_INFO	8	xbox
F	0	4	Flags
F	4	1	GpuRevision
F	5	1	McpRevision
F	6	2	reserved
S	_XINPUT_FEEDBACK	70	xbox
F	0	66	Header
F	66	4	Rumble
S	_XINPUT_IR_REMOTE	4	xbox
F	0	2	wKeyCode
F	2	2	wTimeDelta
S	xbox_adpcmwaveformat_tag	20	xbox
F	0	18	wfx
F	18	2	wSamplesPerBlock
S	_XINPUT_STATE	22	xbox
F	0	4	dwPacketNumber
F	4	18	Gamepad
S	_XINPUT_GAMEPAD	18	xbox
F	0	2	wButtons
F	2	8	bAnalogButtons
F	10	2	sThumbLX
F	12	2	sThumbLY
F	14	2	sThumbRX
F	16	2	sThumbRY
S	XMediaObjectVtbl	28	xbox
S	_XINPUT_STATE_INTERNAL	24	xbox
F	0	4	dwPacketNumber
F	4	18	Gamepad
F	4	4	IrRemote
S	_XINPUT_CAPABILITIES	25	xbox
F	0	1	SubType
F	1	2	Reserved
F	3	18	In
F	21	4	Out
S	_XINPUT_FEEDBACK_HEADER	66	xbox
F	0	4	dwStatus
F	4	4	hEvent
F	8	58	Reserved
S	_XBOX_KRNL_VERSION	8	xbox
F	0	2	Major
F	2	2	Minor
F	4	2	Build
F	6	2	Qfe
S	_XDCS_DVD_CODE_INFORMATION	6	xbox
F	0	2	bcdVersion
F	2	4	dwCodeLength
S	XNetStartupParams	11	xbox
F	0	1	cfgSizeOfStruct
F	1	1	cfgFlags
F	2	1	cfgPrivatePoolSizeInPages
F	3	1	cfgEnetReceiveQueueLength
F	4	1	cfgIpFragMaxSimultaneous
F	5	1	cfgIpFragMaxPacketDiv256
F	6	1	cfgSockMaxSockets
F	7	1	cfgSockDefaultRecvBufsizeInK
F	8	1	cfgSockDefaultSendBufsizeInK
F	9	1	cfgKeyRegMax
F	10	1	cfgSecRegMax
S	AC97PACKET	32	xbox
F	0	8	leListEntry
F	8	24	xmp
S	XMediaObject	4	xbox
F	0	4	lpVtbl
S	_XINPUT_RUMBLE	4	xbox
F	0	2	wLeftMotorSpeed
F	2	2	wRightMotorSpeed
S	_XINPUT_FEEDBACK_HEADER_INTERNAL	58	xbox
F	0	4	OpenDevice
F	4	4	CompletionEvent
F	8	48	Urb
F	56	1	bReportId
F	57	1	bSize
S	_XINPUT_FEEDBACK_INTERNAL	66	xbox
F	0	4	dwStatus
F	4	4	hEvent
F	8	58	Internal
S	_XINPUT_KEYBOARD	8	xbox
F	0	1	Modifiers
F	1	1	Reserved
F	2	6	Keys
S	_XINPUT_KEYBOARD_LEDS	1	xbox
F	0	1	LedStates
S	_XBOX_CACHE_DB_SECTOR	508	xbox
F	0	4	SectorBeginSignature
F	4	4	Version
F	8	496	Data
F	504	4	SectorEndSignature
S	_XBOX_TIMEZONE_DATE	4	xbox
F	0	1	Month
F	1	1	Day
F	2	1	DayOfWeek
F	3	1	Hour
S	_XBOX_USER_SETTINGS	96	xbox
F	0	4	Checksum
F	4	4	TimeZoneBias
F	8	4	TimeZoneStdName
F	12	4	TimeZoneDltName
F	16	8	Reserved1
F	24	4	TimeZoneStdDate
F	28	4	TimeZoneDltDate
F	32	8	Reserved2
F	40	4	TimeZoneStdBias
F	44	4	TimeZoneDltBias
F	48	4	Language
F	52	4	VideoFlags
F	56	4	AudioFlags
F	60	4	ParentalControlGames
F	64	4	ParentalControlPassword
F	68	4	ParentalControlMovies
F	72	4	OnlineIpAddress
F	76	4	OnlineDnsAddress
F	80	4	OnlineDefaultGatewayAddress
F	84	4	OnlineSubnetMask
F	88	4	MiscFlags
F	92	4	DvdRegion
S	_RECTL	16	windows_gdi
F	0	4	left
F	4	4	top
F	8	4	right
F	12	4	bottom
S	HGLRC__	4	windows_gdi
F	0	4	unused
S	tagPOINTS	4	windows_gdi
F	0	2	x
F	2	2	y
S	HWND__	4	windows_gdi
F	0	4	unused
S	tagPALETTEENTRY	4	windows_gdi
F	0	1	peRed
F	1	1	peGreen
F	2	1	peBlue
F	3	1	peFlags
S	tagPOINT	8	windows_gdi
F	0	4	x
F	4	4	y
S	tagSIZE	8	windows_gdi
F	0	4	cx
F	4	4	cy
S	tagSTATSTG	72	windows_gdi
F	0	4	pwcsName
F	4	4	type
F	8	8	cbSize
F	16	8	mtime
F	24	8	ctime
F	32	8	atime
F	40	4	grfMode
F	44	4	grfLocksSupported
F	48	16	clsid
F	64	4	grfStateBits
F	68	4	reserved
S	tagRECT	16	windows_gdi
F	0	4	left
F	4	4	top
F	8	4	right
F	12	4	bottom
S	HDC__	4	windows_gdi
F	0	4	unused
S	tagBITMAPINFOHEADER	40	windows_gdi
F	0	4	biSize
F	4	4	biWidth
F	8	4	biHeight
F	12	2	biPlanes
F	14	2	biBitCount
F	16	4	biCompression
F	20	4	biSizeImage
F	24	4	biXPelsPerMeter
F	28	4	biYPelsPerMeter
F	32	4	biClrUsed
F	36	4	biClrImportant
S	tagBITMAPFILEHEADER	14	windows_gdi
F	0	2	bfType
F	2	4	bfSize
F	6	2	bfReserved1
F	8	2	bfReserved2
F	10	4	bfOffBits
S	tagRGBQUAD	4	windows_gdi
F	0	1	rgbBlue
F	1	1	rgbGreen
F	2	1	rgbRed
F	3	1	rgbReserved
S	tagRandState	8	windows_gdi
F	0	4	iPrior
F	4	4	uiRand
S	tagWMCMetaDataDescRecords	20	windows_gdi
F	0	2	wLangIdIndex
F	2	2	wStreamNumber
F	4	2	wNameLenth
F	6	2	wDataType
F	8	4	wDataLength
F	12	4	pwName
F	16	4	pData
S	tagPlannedOutput_WMC	1528	windows_gdi
F	0	2	wTotalOutput
